,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_democrat
40640,2016,Alabama,AL,Limestone,Hillary Clinton,democrat,9468.0,40294,23.497294882612795
40643,2016,Alabama,AL,Lowndes,Hillary Clinton,democrat,4883.0,6684,73.05505685218432
40646,2016,Alabama,AL,Macon,Hillary Clinton,democrat,7566.0,9140,82.77899343544858
40649,2016,Alabama,AL,Madison,Hillary Clinton,democrat,62822.0,163389,38.44934481513443
40652,2016,Alabama,AL,Marengo,Hillary Clinton,democrat,5615.0,10994,51.07331271602692
40655,2016,Alabama,AL,Marion,Hillary Clinton,democrat,1432.0,12984,11.028958718422674
40658,2016,Alabama,AL,Marshall,Hillary Clinton,democrat,4917.0,35316,13.92286782195039
40661,2016,Alabama,AL,Mobile,Hillary Clinton,democrat,72186.0,172737,41.7895413258306
40664,2016,Alabama,AL,Monroe,Hillary Clinton,democrat,4332.0,10271,42.177003212929606
40667,2016,Alabama,AL,Montgomery,Hillary Clinton,democrat,58916.0,95878,61.44892467510795
40670,2016,Alabama,AL,Morgan,Hillary Clinton,democrat,11254.0,50644,22.221783429428953
40673,2016,Alabama,AL,Perry,Hillary Clinton,democrat,3824.0,5278,72.4516862447897
40676,2016,Alabama,AL,Pickens,Hillary Clinton,democrat,3972.0,9542,41.62649339761057
40679,2016,Alabama,AL,Pike,Hillary Clinton,democrat,5056.0,13168,38.39611178614824
40682,2016,Alabama,AL,Randolph,Hillary Clinton,democrat,2291.0,10187,22.48944733483852
40685,2016,Alabama,AL,Russell,Hillary Clinton,democrat,9579.0,19256,49.745533859576234
40688,2016,Alabama,AL,St. Clair,Hillary Clinton,democrat,5589.0,38400,14.5546875
40691,2016,Alabama,AL,Shelby,Hillary Clinton,democrat,22977.0,101254,22.692436842001303
40694,2016,Alabama,AL,Sumter,Hillary Clinton,democrat,4746.0,6411,74.0290126345344
40697,2016,Alabama,AL,Talladega,Hillary Clinton,democrat,12121.0,33407,36.28281497889664
40700,2016,Alabama,AL,Tallapoosa,Hillary Clinton,democrat,5519.0,19486,28.322898491224468
40703,2016,Alabama,AL,Tuscaloosa,Hillary Clinton,democrat,31762.0,82700,38.406287787182585
40706,2016,Alabama,AL,Walker,Hillary Clinton,democrat,4497.0,29472,15.258550488599349
40709,2016,Alabama,AL,Washington,Hillary Clinton,democrat,2374.0,8533,27.82139927340912
40712,2016,Alabama,AL,Wilcox,Hillary Clinton,democrat,4339.0,6118,70.9218698921216
40715,2016,Alabama,AL,Winston,Hillary Clinton,democrat,872.0,10313,8.455347619509357
40718,2016,Arizona,AZ,Apache,Hillary Clinton,democrat,17083.0,27661,61.75843245001988
40721,2016,Arizona,AZ,Cochise,Hillary Clinton,democrat,17450.0,50015,34.889533140057985
40724,2016,Arizona,AZ,Coconino,Hillary Clinton,democrat,32404.0,59784,54.20179312190553
40727,2016,Arizona,AZ,Gila,Hillary Clinton,democrat,7003.0,36697,19.083303812300734
40730,2016,Arizona,AZ,Graham,Hillary Clinton,democrat,3301.0,20306,16.25627893233527
40733,2016,Arizona,AZ,Greenlee,Hillary Clinton,democrat,1092.0,5192,21.03235747303544
40736,2016,Arizona,AZ,La Paz,Hillary Clinton,democrat,1575.0,5951,26.466140144513528
40739,2016,Arizona,AZ,Maricopa,Hillary Clinton,democrat,702907.0,1567834,44.832998901669434
40742,2016,Arizona,AZ,Mohave,Hillary Clinton,democrat,17455.0,79943,21.834306943697385
40745,2016,Arizona,AZ,Navajo,Hillary Clinton,democrat,16459.0,40294,40.84727254678116
40748,2016,Arizona,AZ,Pima,Hillary Clinton,democrat,224661.0,421640,53.28265819182241
40751,2016,Arizona,AZ,Pinal,Hillary Clinton,democrat,47892.0,129546,36.96910749849474
40754,2016,Arizona,AZ,Santa Cruz,Hillary Clinton,democrat,11690.0,16433,71.13734558510315
40757,2016,Arizona,AZ,Yavapai,Hillary Clinton,democrat,35590.0,114450,31.096548711227612
40760,2016,Arizona,AZ,Yuma,Hillary Clinton,democrat,24605.0,53010,46.415770609319
40763,2016,Arkansas,AR,Arkansas,Hillary Clinton,democrat,1939.0,6212,31.2137797810689
40766,2016,Arkansas,AR,Ashley,Hillary Clinton,democrat,2408.0,8083,29.79091921316343
40769,2016,Arkansas,AR,Baxter,Hillary Clinton,democrat,4169.0,19766,21.091773752909035
40772,2016,Arkansas,AR,Benton,Hillary Clinton,democrat,28005.0,96824,28.92361398000496
40775,2016,Arkansas,AR,Boone,Hillary Clinton,democrat,2926.0,16111,18.16150456210043
40778,2016,Arkansas,AR,Bradley,Hillary Clinton,democrat,1317.0,3653,36.05255954010402
40781,2016,Arkansas,AR,Calhoun,Hillary Clinton,democrat,639.0,2269,28.162185985015427
40784,2016,Arkansas,AR,Carroll,Hillary Clinton,democrat,3342.0,10758,31.065253764640268
40787,2016,Arkansas,AR,Chicot,Hillary Clinton,democrat,2350.0,4176,56.27394636015326
40790,2016,Arkansas,AR,Clark,Hillary Clinton,democrat,3620.0,8526,42.45836265540699
40793,2016,Arkansas,AR,Clay,Hillary Clinton,democrat,1199.0,5200,23.057692307692307
40796,2016,Arkansas,AR,Cleburne,Hillary Clinton,democrat,2101.0,12085,17.385188249896565
40799,2016,Arkansas,AR,Cleveland,Hillary Clinton,democrat,723.0,3354,21.556350626118068
40802,2016,Arkansas,AR,Columbia,Hillary Clinton,democrat,3140.0,8887,35.332508157983575
40805,2016,Arkansas,AR,Conway,Hillary Clinton,democrat,2656.0,7927,33.50573987637189
40808,2016,Arkansas,AR,Craighead,Hillary Clinton,democrat,10538.0,35573,29.623590925702075
40811,2016,Arkansas,AR,Crawford,Hillary Clinton,democrat,4488.0,22450,19.99109131403118
40814,2016,Arkansas,AR,Crittenden,Hillary Clinton,democrat,8410.0,15952,52.720661985957875
40817,2016,Arkansas,AR,Cross,Hillary Clinton,democrat,1999.0,6874,29.080593540878674
40820,2016,Arkansas,AR,Dallas,Hillary Clinton,democrat,1165.0,2771,42.042583904727536
40823,2016,Arkansas,AR,Desha,Hillary Clinton,democrat,2228.0,4257,52.337326755931414
40826,2016,Arkansas,AR,Drew,Hillary Clinton,democrat,2365.0,6595,35.860500379075056
40829,2016,Arkansas,AR,Faulkner,Hillary Clinton,democrat,14629.0,47527,30.78039851032045
40832,2016,Arkansas,AR,Franklin,Hillary Clinton,democrat,1376.0,6770,20.32496307237814
40835,2016,Arkansas,AR,Fulton,Hillary Clinton,democrat,1067.0,4772,22.35959765297569
40838,2016,Arkansas,AR,Garland,Hillary Clinton,democrat,12311.0,40805,30.17032226442838
40841,2016,Arkansas,AR,Grant,Hillary Clinton,democrat,1373.0,7445,18.441907320349227
40844,2016,Arkansas,AR,Greene,Hillary Clinton,democrat,3071.0,14600,21.034246575342465
40847,2016,Arkansas,AR,Hempstead,Hillary Clinton,democrat,2377.0,7049,33.721095190807205
40850,2016,Arkansas,AR,Hot Spring,Hillary Clinton,democrat,3149.0,11944,26.364701942397854
40853,2016,Arkansas,AR,Howard,Hillary Clinton,democrat,1351.0,4674,28.904578519469403
40856,2016,Arkansas,AR,Independence,Hillary Clinton,democrat,2881.0,13614,21.162039077420303
40859,2016,Arkansas,AR,Izard,Hillary Clinton,democrat,1113.0,5448,20.429515418502202
40862,2016,Arkansas,AR,Jackson,Hillary Clinton,democrat,1583.0,5156,30.70209464701319
40865,2016,Arkansas,AR,Jefferson,Hillary Clinton,democrat,15772.0,25894,60.90986328879278
40868,2016,Arkansas,AR,Johnson,Hillary Clinton,democrat,2427.0,9112,26.635206321334504
40871,2016,Arkansas,AR,Lafayette,Hillary Clinton,democrat,1032.0,2860,36.08391608391609
40874,2016,Arkansas,AR,Lawrence,Hillary Clinton,democrat,1263.0,5685,22.21635883905013
40877,2016,Arkansas,AR,Lee,Hillary Clinton,democrat,1735.0,3026,57.33641771315268
40880,2016,Arkansas,AR,Lincoln,Hillary Clinton,democrat,1252.0,3826,32.723470987977
40883,2016,Arkansas,AR,Little River,Hillary Clinton,democrat,1397.0,5227,26.72661182322556
40886,2016,Arkansas,AR,Logan,Hillary Clinton,democrat,1715.0,7921,21.651306653200354
40889,2016,Arkansas,AR,Lonoke,Hillary Clinton,democrat,5664.0,27100,20.900369003690038
40892,2016,Arkansas,AR,Madison,Hillary Clinton,democrat,1588.0,6841,23.212980558397895
40895,2016,Arkansas,AR,Marion,Hillary Clinton,democrat,1434.0,7107,20.17728999577881
40898,2016,Arkansas,AR,Miller,Hillary Clinton,democrat,4273.0,16091,26.5552172021627
40901,2016,Arkansas,AR,Mississippi,Hillary Clinton,democrat,5670.0,13204,42.94153286882762
40904,2016,Arkansas,AR,Monroe,Hillary Clinton,democrat,1312.0,2884,45.49237170596394
40907,2016,Arkansas,AR,Montgomery,Hillary Clinton,democrat,748.0,3559,21.01713964596797
40910,2016,Arkansas,AR,Nevada,Hillary Clinton,democrat,1157.0,3246,35.64386937769562
