,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_republican
48294,2016,Texas,TX,Hardeman,Donald Trump,republican,1207.0,1513,79.7752808988764
48297,2016,Texas,TX,Hardin,Donald Trump,republican,19606.0,22780,86.0667251975417
48300,2016,Texas,TX,Harris,Donald Trump,republican,545955.0,1312112,41.60887180362652
48303,2016,Texas,TX,Harrison,Donald Trump,republican,18749.0,26548,70.62302244990207
48306,2016,Texas,TX,Hartley,Donald Trump,republican,1730.0,1952,88.62704918032787
48309,2016,Texas,TX,Haskell,Donald Trump,republican,1403.0,1770,79.26553672316385
48312,2016,Texas,TX,Hays,Donald Trump,republican,33826.0,72164,46.87378748406408
48315,2016,Texas,TX,Hemphill,Donald Trump,republican,1462.0,1695,86.25368731563422
48318,2016,Texas,TX,Henderson,Donald Trump,republican,23650.0,30045,78.71526044266933
48321,2016,Texas,TX,Hidalgo,Donald Trump,republican,48642.0,173437,28.045918690936766
48324,2016,Texas,TX,Hill,Donald Trump,republican,10108.0,12970,77.9336931380108
48327,2016,Texas,TX,Hockley,Donald Trump,republican,5809.0,7311,79.45561482697305
48330,2016,Texas,TX,Hood,Donald Trump,republican,21382.0,26262,81.41801842967024
48333,2016,Texas,TX,Hopkins,Donald Trump,republican,10707.0,13538,79.08849165312454
48336,2016,Texas,TX,Houston,Donald Trump,republican,6205.0,8353,74.28468813599905
48339,2016,Texas,TX,Howard,Donald Trump,republican,6637.0,8723,76.08620887309412
48342,2016,Texas,TX,Hudspeth,Donald Trump,republican,503.0,871,57.74971297359357
48345,2016,Texas,TX,Hunt,Donald Trump,republican,23910.0,31554,75.77486214109146
48348,2016,Texas,TX,Hutchinson,Donald Trump,republican,7042.0,8155,86.3519313304721
48351,2016,Texas,TX,Irion,Donald Trump,republican,660.0,766,86.16187989556136
48354,2016,Texas,TX,Jack,Donald Trump,republican,2973.0,3350,88.74626865671642
48357,2016,Texas,TX,Jackson,Donald Trump,republican,4266.0,5302,80.46020369671822
48360,2016,Texas,TX,Jasper,Donald Trump,republican,10609.0,13419,79.05954243982413
48363,2016,Texas,TX,Jeff Davis,Donald Trump,republican,695.0,1191,58.354324097397146
48366,2016,Texas,TX,Jefferson,Donald Trump,republican,42862.0,87618,48.91917185966354
48369,2016,Texas,TX,Jim Hogg,Donald Trump,republican,430.0,2119,20.292590844738083
48372,2016,Texas,TX,Jim Wells,Donald Trump,republican,5420.0,12379,43.78382744971322
48375,2016,Texas,TX,Johnson,Donald Trump,republican,44382.0,57606,77.04405791063431
48378,2016,Texas,TX,Jones,Donald Trump,republican,4819.0,5960,80.85570469798657
48381,2016,Texas,TX,Karnes,Donald Trump,republican,2965.0,4198,70.62887089090043
48384,2016,Texas,TX,Kaufman,Donald Trump,republican,29587.0,41265,71.699987883194
48387,2016,Texas,TX,Kendall,Donald Trump,republican,15700.0,20120,78.03180914512923
48390,2016,Texas,TX,Kenedy,Donald Trump,republican,84.0,186,45.16129032258064
48393,2016,Texas,TX,Kent,Donald Trump,republican,360.0,434,82.94930875576037
48396,2016,Texas,TX,Kerr,Donald Trump,republican,17727.0,23297,76.09134223290552
48399,2016,Texas,TX,Kimble,Donald Trump,republican,1697.0,1952,86.93647540983606
48402,2016,Texas,TX,King,Donald Trump,republican,149.0,159,93.71069182389937
48405,2016,Texas,TX,Kinney,Donald Trump,republican,936.0,1430,65.45454545454545
48408,2016,Texas,TX,Kleberg,Donald Trump,republican,4367.0,9512,45.91042893187552
48411,2016,Texas,TX,Knox,Donald Trump,republican,1078.0,1367,78.85881492318947
48414,2016,Texas,TX,Lamar,Donald Trump,republican,14561.0,18611,78.23867605179733
48417,2016,Texas,TX,Lamb,Donald Trump,republican,3111.0,3995,77.87234042553192
48420,2016,Texas,TX,Lampasas,Donald Trump,republican,6385.0,8205,77.81840341255332
48423,2016,Texas,TX,La Salle,Donald Trump,republican,872.0,2059,42.35065565808645
48426,2016,Texas,TX,Lavaca,Donald Trump,republican,7347.0,8661,84.82854173882923
48429,2016,Texas,TX,Lee,Donald Trump,republican,4997.0,6535,76.46518745218056
48432,2016,Texas,TX,Leon,Donald Trump,republican,6391.0,7439,85.9120849576556
48435,2016,Texas,TX,Liberty,Donald Trump,republican,18892.0,24267,77.85057897556352
48438,2016,Texas,TX,Limestone,Donald Trump,republican,5796.0,7739,74.89339707972607
48441,2016,Texas,TX,Lipscomb,Donald Trump,republican,1159.0,1332,87.01201201201201
48444,2016,Texas,TX,Live Oak,Donald Trump,republican,3464.0,4302,80.5206880520688
48447,2016,Texas,TX,Llano,Donald Trump,republican,8299.0,10447,79.43907341820619
48450,2016,Texas,TX,Loving,Donald Trump,republican,58.0,65,89.23076923076924
48453,2016,Texas,TX,Lubbock,Donald Trump,republican,65651.0,99013,66.30543463989576
48456,2016,Texas,TX,Lynn,Donald Trump,republican,1546.0,2009,76.95370831259332
48459,2016,Texas,TX,McCulloch,Donald Trump,republican,2552.0,3103,82.2429906542056
48462,2016,Texas,TX,McLennan,Donald Trump,republican,48260.0,79075,61.0306670882074
48465,2016,Texas,TX,McMullen,Donald Trump,republican,454.0,499,90.98196392785572
48468,2016,Texas,TX,Madison,Donald Trump,republican,3351.0,4289,78.13010025647003
48471,2016,Texas,TX,Marion,Donald Trump,republican,2983.0,4238,70.38697498820198
48474,2016,Texas,TX,Martin,Donald Trump,republican,1455.0,1762,82.5766174801362
48477,2016,Texas,TX,Mason,Donald Trump,republican,1656.0,2057,80.50559066601848
48480,2016,Texas,TX,Matagorda,Donald Trump,republican,8366.0,12196,68.59626106920301
48483,2016,Texas,TX,Maverick,Donald Trump,republican,2816.0,13588,20.72416838386812
48486,2016,Texas,TX,Medina,Donald Trump,republican,12085.0,17246,70.07422010901078
48489,2016,Texas,TX,Menard,Donald Trump,republican,682.0,864,78.93518518518519
48492,2016,Texas,TX,Midland,Donald Trump,republican,36973.0,49212,75.13004958140291
48495,2016,Texas,TX,Milam,Donald Trump,republican,6364.0,8664,73.4533702677747
48498,2016,Texas,TX,Mills,Donald Trump,republican,1951.0,2245,86.9042316258352
48501,2016,Texas,TX,Mitchell,Donald Trump,republican,1780.0,2196,81.05646630236795
48504,2016,Texas,TX,Montague,Donald Trump,republican,7526.0,8604,87.47094374709438
48507,2016,Texas,TX,Montgomery,Donald Trump,republican,150314.0,204632,73.45576449431174
48510,2016,Texas,TX,Moore,Donald Trump,republican,3977.0,5284,75.26495079485238
48513,2016,Texas,TX,Morris,Donald Trump,republican,3446.0,4973,69.29418861854012
48516,2016,Texas,TX,Motley,Donald Trump,republican,566.0,615,92.03252032520325
48519,2016,Texas,TX,Nacogdoches,Donald Trump,republican,14771.0,22622,65.29484572540005
48522,2016,Texas,TX,Navarro,Donald Trump,republican,11994.0,16433,72.98728168928376
48525,2016,Texas,TX,Newton,Donald Trump,republican,4288.0,5534,77.48464040477052
48528,2016,Texas,TX,Nolan,Donald Trump,republican,3552.0,4857,73.13156269302038
48531,2016,Texas,TX,Nueces,Donald Trump,republican,50766.0,104405,48.624108040802646
48534,2016,Texas,TX,Ochiltree,Donald Trump,republican,2628.0,3002,87.54163890739507
48537,2016,Texas,TX,Oldham,Donald Trump,republican,850.0,948,89.66244725738397
48540,2016,Texas,TX,Orange,Donald Trump,republican,25513.0,32000,79.728125
48543,2016,Texas,TX,Palo Pinto,Donald Trump,republican,8284.0,10270,80.66212268743914
48546,2016,Texas,TX,Panola,Donald Trump,republican,8445.0,10416,81.07718894009217
48549,2016,Texas,TX,Parker,Donald Trump,republican,46473.0,56817,81.79418131897144
48552,2016,Texas,TX,Parmer,Donald Trump,republican,1915.0,2466,77.65612327656123
48555,2016,Texas,TX,Pecos,Donald Trump,republican,2468.0,4185,58.972520908004775
48558,2016,Texas,TX,Polk,Donald Trump,republican,15176.0,19852,76.4456981664316
48561,2016,Texas,TX,Potter,Donald Trump,republican,19630.0,28651,68.51418798645771
48564,2016,Texas,TX,Presidio,Donald Trump,republican,652.0,2208,29.528985507246375
48567,2016,Texas,TX,Rains,Donald Trump,republican,3968.0,4701,84.40757285683898
48570,2016,Texas,TX,Randall,Donald Trump,republican,43462.0,54305,80.03314611914189
48573,2016,Texas,TX,Reagan,Donald Trump,republican,709.0,904,78.429203539823
48576,2016,Texas,TX,Real,Donald Trump,republican,1382.0,1681,82.21296847114813
48579,2016,Texas,TX,Red River,Donald Trump,republican,3926.0,5161,76.0705289672544
48582,2016,Texas,TX,Reeves,Donald Trump,republican,1417.0,3184,44.503768844221106
48585,2016,Texas,TX,Refugio,Donald Trump,republican,1830.0,2948,62.07598371777476
48588,2016,Texas,TX,Roberts,Donald Trump,republican,524.0,554,94.58483754512635
48591,2016,Texas,TX,Robertson,Donald Trump,republican,4668.0,7035,66.3539445628998
48594,2016,Texas,TX,Rockwall,Donald Trump,republican,28451.0,39948,71.22008611194552
48597,2016,Texas,TX,Runnels,Donald Trump,republican,3250.0,3782,85.93336858804865
48600,2016,Texas,TX,Rusk,Donald Trump,republican,14675.0,18994,77.26124039170264
48603,2016,Texas,TX,Sabine,Donald Trump,republican,3998.0,4651,85.96000860030101
48606,2016,Texas,TX,San Augustine,Donald Trump,republican,2622.0,3569,73.46595685065844
48609,2016,Texas,TX,San Jacinto,Donald Trump,republican,8059.0,10343,77.9174320796674
48612,2016,Texas,TX,San Patricio,Donald Trump,republican,13030.0,21656,60.168082748429995
48615,2016,Texas,TX,San Saba,Donald Trump,republican,2025.0,2357,85.9142978362325
48618,2016,Texas,TX,Schleicher,Donald Trump,republican,821.0,1059,77.52596789423984
48621,2016,Texas,TX,Scurry,Donald Trump,republican,4410.0,5289,83.38060124787295
48624,2016,Texas,TX,Shackelford,Donald Trump,republican,1378.0,1504,91.62234042553192
48627,2016,Texas,TX,Shelby,Donald Trump,republican,7179.0,9086,79.0116662998019
48630,2016,Texas,TX,Sherman,Donald Trump,republican,807.0,935,86.31016042780749
48633,2016,Texas,TX,Smith,Donald Trump,republican,58930.0,84768,69.51915817289543
48636,2016,Texas,TX,Somervell,Donald Trump,republican,3206.0,3897,82.26841159866564
48639,2016,Texas,TX,Starr,Donald Trump,republican,2224.0,11740,18.943781942078363
48642,2016,Texas,TX,Stephens,Donald Trump,republican,3034.0,3461,87.66252528171049
48645,2016,Texas,TX,Sterling,Donald Trump,republican,549.0,633,86.7298578199052
48648,2016,Texas,TX,Stonewall,Donald Trump,republican,555.0,701,79.17261055634808
48651,2016,Texas,TX,Sutton,Donald Trump,republican,1075.0,1416,75.9180790960452
48654,2016,Texas,TX,Swisher,Donald Trump,republican,1671.0,2204,75.81669691470054
48657,2016,Texas,TX,Tarrant,Donald Trump,republican,345921.0,668514,51.74476525547708
48660,2016,Texas,TX,Taylor,Donald Trump,republican,33250.0,45759,72.66330120850543
48663,2016,Texas,TX,Terrell,Donald Trump,republican,288.0,438,65.75342465753424
48666,2016,Texas,TX,Terry,Donald Trump,republican,2459.0,3355,73.2935916542474
48669,2016,Texas,TX,Throckmorton,Donald Trump,republican,715.0,808,88.49009900990099
48672,2016,Texas,TX,Titus,Donald Trump,republican,6511.0,9419,69.12623420745302
48675,2016,Texas,TX,Tom Green,Donald Trump,republican,27494.0,38479,71.45196080979235
48678,2016,Texas,TX,Travis,Donald Trump,republican,127209.0,468720,27.139656938044034
48681,2016,Texas,TX,Trinity,Donald Trump,republican,4737.0,5985,79.14786967418547
48684,2016,Texas,TX,Tyler,Donald Trump,republican,6624.0,8016,82.63473053892216
48687,2016,Texas,TX,Upshur,Donald Trump,republican,13209.0,16013,82.48922750265409
48690,2016,Texas,TX,Upton,Donald Trump,republican,1007.0,1347,74.75872308834447
48693,2016,Texas,TX,Uvalde,Donald Trump,republican,4835.0,8964,53.93797411869701
48696,2016,Texas,TX,Val Verde,Donald Trump,republican,5890.0,13617,43.25475508555482
48699,2016,Texas,TX,Van Zandt,Donald Trump,republican,18473.0,21890,84.39013248058474
48702,2016,Texas,TX,Victoria,Donald Trump,republican,21275.0,31123,68.3578061240883
48705,2016,Texas,TX,Walker,Donald Trump,republican,12884.0,19796,65.08385532430793
48708,2016,Texas,TX,Waller,Donald Trump,republican,10531.0,16784,62.74428026692088
48711,2016,Texas,TX,Ward,Donald Trump,republican,2547.0,3445,73.933236574746
48714,2016,Texas,TX,Washington,Donald Trump,republican,10945.0,14828,73.81305637982196
48717,2016,Texas,TX,Webb,Donald Trump,republican,12947.0,56905,22.75195501274053
48720,2016,Texas,TX,Wharton,Donald Trump,republican,10149.0,14732,68.89084985066522
48723,2016,Texas,TX,Wheeler,Donald Trump,republican,2087.0,2306,90.50303555941024
48726,2016,Texas,TX,Wichita,Donald Trump,republican,27631.0,38119,72.48616175660432
48729,2016,Texas,TX,Wilbarger,Donald Trump,republican,3166.0,4105,77.12545676004872
48732,2016,Texas,TX,Willacy,Donald Trump,republican,1547.0,5095,30.363101079489695
48735,2016,Texas,TX,Williamson,Donald Trump,republican,104175.0,203081,51.297265623076505
48738,2016,Texas,TX,Wilson,Donald Trump,republican,13998.0,19432,72.03581720872788
48741,2016,Texas,TX,Winkler,Donald Trump,republican,1403.0,1876,74.7867803837953
48744,2016,Texas,TX,Wise,Donald Trump,republican,20670.0,24776,83.42751049402648
48747,2016,Texas,TX,Wood,Donald Trump,republican,15700.0,18727,83.8361723714423
48750,2016,Texas,TX,Yoakum,Donald Trump,republican,1797.0,2303,78.02865827181937
48753,2016,Texas,TX,Young,Donald Trump,republican,6601.0,7707,85.64940962761126
48756,2016,Texas,TX,Zapata,Donald Trump,republican,1029.0,3142,32.74984086569064
48759,2016,Texas,TX,Zavala,Donald Trump,republican,694.0,3396,20.43580683156655
48762,2016,Utah,UT,Beaver,Donald Trump,republican,1838.0,2491,73.78562826174227
48765,2016,Utah,UT,Box Elder,Donald Trump,republican,12230.0,19735,61.971117304281734
48768,2016,Utah,UT,Cache,Donald Trump,republican,21139.0,46157,45.79803713412917
48771,2016,Utah,UT,Carbon,Donald Trump,republican,5275.0,7952,66.33551307847083
48774,2016,Utah,UT,Daggett,Donald Trump,republican,331.0,474,69.83122362869199
48777,2016,Utah,UT,Davis,Donald Trump,republican,62219.0,138411,44.952352052943766
48780,2016,Utah,UT,Duchesne,Donald Trump,republican,5508.0,6942,79.34312878133103
48783,2016,Utah,UT,Emery,Donald Trump,republican,3425.0,4289,79.85544415947773
48786,2016,Utah,UT,Garfield,Donald Trump,republican,1606.0,2344,68.51535836177474
48789,2016,Utah,UT,Grand,Donald Trump,republican,1975.0,4533,43.56938010147805
48792,2016,Utah,UT,Iron,Donald Trump,republican,11561.0,17654,65.48657528038972
48795,2016,Utah,UT,Juab,Donald Trump,republican,2827.0,4177,67.68015322001436
48798,2016,Utah,UT,Kane,Donald Trump,republican,2265.0,3505,64.62196861626248
48801,2016,Utah,UT,Millard,Donald Trump,republican,3860.0,5242,73.63601678748569
48804,2016,Utah,UT,Morgan,Donald Trump,republican,3188.0,5192,61.40215716486903
48807,2016,Utah,UT,Piute,Donald Trump,republican,626.0,729,85.87105624142661
48810,2016,Utah,UT,Rich,Donald Trump,republican,797.0,1109,71.86654643823263
48813,2016,Utah,UT,Salt Lake,Donald Trump,republican,138043.0,418868,32.95620577365661
48816,2016,Utah,UT,San Juan,Donald Trump,republican,2645.0,5447,48.558839728290806
48819,2016,Utah,UT,Sanpete,Donald Trump,republican,6673.0,10164,65.65328610783156
48822,2016,Utah,UT,Sevier,Donald Trump,republican,6740.0,8654,77.88305985671366
48825,2016,Utah,UT,Summit,Donald Trump,republican,7333.0,20641,35.5263795358752
48828,2016,Utah,UT,Tooele,Donald Trump,republican,11169.0,21829,51.165880251042196
48831,2016,Utah,UT,Uintah,Donald Trump,republican,9810.0,12797,76.65859185746659
48834,2016,Utah,UT,Utah,Donald Trump,republican,102182.0,201551,50.69783826426067
48837,2016,Utah,UT,Wasatch,Donald Trump,republican,6115.0,12120,50.45379537953796
48840,2016,Utah,UT,Washington,Donald Trump,republican,42650.0,61963,68.83139938350305
48843,2016,Utah,UT,Wayne,Donald Trump,republican,966.0,1421,67.98029556650246
48846,2016,Utah,UT,Weber,Donald Trump,republican,40235.0,85039,47.313585531344444
48849,2016,Vermont,VT,Addison,Donald Trump,republican,5297.0,19031,27.833534759077295
48852,2016,Vermont,VT,Bennington,Donald Trump,republican,5925.0,17381,34.08894770151314
48855,2016,Vermont,VT,Caledonia,Donald Trump,republican,5534.0,14075,39.317939609236234
48858,2016,Vermont,VT,Chittenden,Donald Trump,republican,18601.0,83418,22.298544678606536
48861,2016,Vermont,VT,Essex,Donald Trump,republican,1506.0,2925,51.48717948717949
48864,2016,Vermont,VT,Franklin,Donald Trump,republican,8752.0,21411,40.87618513848022
48867,2016,Vermont,VT,Grand Isle,Donald Trump,republican,1487.0,4110,36.180048661800484
48870,2016,Vermont,VT,Lamoille,Donald Trump,republican,3570.0,12762,27.973671838269865
48873,2016,Vermont,VT,Orange,Donald Trump,republican,5007.0,14649,34.179807495392176
48876,2016,Vermont,VT,Orleans,Donald Trump,republican,5159.0,12047,42.82393957001743
48879,2016,Vermont,VT,Rutland,Donald Trump,republican,12479.0,29619,42.13173976163949
48882,2016,Vermont,VT,Washington,Donald Trump,republican,7993.0,31086,25.712539406806922
48885,2016,Vermont,VT,Windham,Donald Trump,republican,5454.0,22635,24.095427435387673
48888,2016,Vermont,VT,Windsor,Donald Trump,republican,8605.0,29928,28.752338946805665
48891,2016,Virginia,VA,Accomack,Donald Trump,republican,8583.0,15818,54.2609685168795
48894,2016,Virginia,VA,Albemarle,Donald Trump,republican,19259.0,56726,33.95092197581356
48897,2016,Virginia,VA,Alleghany,Donald Trump,republican,4874.0,7325,66.53924914675768
48900,2016,Virginia,VA,Amelia,Donald Trump,republican,4708.0,7040,66.875
48903,2016,Virginia,VA,Amherst,Donald Trump,republican,9719.0,15396,63.12678617822811
48906,2016,Virginia,VA,Appomattox,Donald Trump,republican,5715.0,8011,71.33940831356884
48909,2016,Virginia,VA,Arlington,Donald Trump,republican,20186.0,121356,16.633705791225815
48912,2016,Virginia,VA,Augusta,Donald Trump,republican,26163.0,36343,71.9891038164158
48915,2016,Virginia,VA,Bath,Donald Trump,republican,1548.0,2253,68.70838881491345
48918,2016,Virginia,VA,Bedford,Donald Trump,republican,30659.0,42525,72.09641387419165
48921,2016,Virginia,VA,Bland,Donald Trump,republican,2573.0,3139,81.96877986619943
48924,2016,Virginia,VA,Botetourt,Donald Trump,republican,13375.0,18739,71.37520678798228
48927,2016,Virginia,VA,Brunswick,Donald Trump,republican,3046.0,7669,39.71834659016821
48930,2016,Virginia,VA,Buchanan,Donald Trump,republican,7296.0,9247,78.9012652752244
48933,2016,Virginia,VA,Buckingham,Donald Trump,republican,3950.0,7295,54.14667580534612
48936,2016,Virginia,VA,Campbell,Donald Trump,republican,19551.0,27535,71.00417650263302
48939,2016,Virginia,VA,Caroline,Donald Trump,republican,7147.0,14863,48.085850770369376
48942,2016,Virginia,VA,Carroll,Donald Trump,republican,10663.0,13668,78.01434006438396
48945,2016,Virginia,VA,Charles City,Donald Trump,republican,1476.0,4107,35.93864134404675
48948,2016,Virginia,VA,Charlotte,Donald Trump,republican,3479.0,5808,59.900137741046834
48951,2016,Virginia,VA,Chesterfield,Donald Trump,republican,85045.0,176461,48.19478524999858
48954,2016,Virginia,VA,Clarke,Donald Trump,republican,4661.0,8213,56.75149153780592
